SIDETRACK2_TOOLBOX_INSTRUCTIONS_HINT2,"Change it to say <tt><span insert_hyphens=""false"" foreground=""#287A8C"" background=""#FFFFFF"">riley.jump();</span></tt> Then flip back over and press PLAY.",,,,
SIDETRACK2_PLAY_HINT,Press play in order to verify if your changes are correct.,,,,
SIDETRACK2_LEVEL_24,"Looks like this level has another error, though! Two of them! We need to fix both of them.",faber,,,
SIDETRACK2_LEVEL_24_HINT1,Look at the <b>Instructions</b> code by flipping the app to the back.,,,,
SIDETRACK2_LEVEL_24_TOOLBOX,Now use your spell checking powers.,estelle,,,
SIDETRACK2_LEVEL_24_TOOLBOX_HINT1,Look for <b>Instructions</b> that are spelled wrong or that don't match the other <b>Instructions</b>.,saniel,,,
SIDETRACK2_LEVEL_24_TOOLBOX_HINT2,"See where it says <tt><span insert_hyphens=""false"" foreground=""#287A8C"" background=""#FFFFFF"">riley.fooorward();</span></tt>? Forward has way too many o's! Change it to <tt><span insert_hyphens=""false"" foreground=""#287A8C"" background=""#FFFFFF"">riley.forward();</span></tt>",saniel,,,
SIDETRACK2_LEVEL_24_TOOLBOX_HINT3,"Oh, wait, there's another one. Do you see it? Code is case sensitive so that's always something to check.

It should be <tt><span insert_hyphens=""false"" foreground=""#287A8C"" background=""#FFFFFF"">riley.jump();</span></tt> not <tt><span insert_hyphens=""false"" foreground=""#287A8C"" background=""#FFFFFF"">riley.Jump();</span></tt>  See that? lower case j: <tt><span insert_hyphens=""false"" foreground=""#287A8C"" background=""#FFFFFF"">jump</span></tt> not <tt><span insert_hyphens=""false"" foreground=""#287A8C"" background=""#FFFFFF"">Jump</span></tt>    <b>=^.‿.^=</b>",saniel,,,
SIDETRACK2_LEVEL_25,More spelling errors! I guess someone was under some pressure to get this done.,estelle,,,
SIDETRACK2_LEVEL_26,I can not believe this was time pressure only. Getting every instruction wrong is an art in itself.,ada,,,
SIDETRACK2_LEVEL_26_REORDER,Looks like you still need to get the order of the <b>Instructions</b> right.,ada,,,
SIDETRACK2_LEVEL_27,Only two instructions wrong this time...,estelle,,,
SIDETRACK2_LEVEL_28_FABER,Jumping a wall? I can't believe this works.,faber,,,
SIDETRACK2_LEVEL_28_SANIEL,"Believing is not a scientific term, my friend. Let's stick to the facts.

We need a new instruction to solve this puzzle.",saniel,,,
SIDETRACK2_LEVEL_28_FABER_2,"Riley, I presume this is the next part of your game? Finding the instruction to pass that wall? We can tear it down, I guess... Let's invite Hulk!",faber,,,
SIDETRACK2_LEVEL_28_RILEY,"Heh, Hulk would be an option. Let's use the power of code instead!",riley,,,
SIDETRACK2_LEVEL_28_SANIEL_2,"You have it right Riley, let's be back after a cup of tea.",saniel,hurray,,
